"interaction","name","selected","shared interaction","shared name"
"interacts with","RGS3 (interacts with) CRAT","false","interacts with","RGS3 (interacts with) CRAT"
"interacts with","RGS3 (interacts with) PPP3R1","false","interacts with","RGS3 (interacts with) PPP3R1"
"interacts with","RGS3 (interacts with) EFNB1","false","interacts with","RGS3 (interacts with) EFNB1"
"interacts with","RGS3 (interacts with) FLOT1","false","interacts with","RGS3 (interacts with) FLOT1"
"interacts with","RGS3 (interacts with) FTH1","false","interacts with","RGS3 (interacts with) FTH1"
"interacts with","RGS3 (interacts with) PPP3CB","false","interacts with","RGS3 (interacts with) PPP3CB"
"interacts with","RGS3 (interacts with) ZNF24","false","interacts with","RGS3 (interacts with) ZNF24"
"interacts with","RGS3 (interacts with) SEPTIN6","false","interacts with","RGS3 (interacts with) SEPTIN6"
"interacts with","RGS3 (interacts with) FLOT2","false","interacts with","RGS3 (interacts with) FLOT2"
"interacts with","RGS3 (interacts with) KCTD2","false","interacts with","RGS3 (interacts with) KCTD2"
"interacts with","RGS3 (interacts with) SEPTIN2","false","interacts with","RGS3 (interacts with) SEPTIN2"
"interacts with","RGS3 (interacts with) REL","false","interacts with","RGS3 (interacts with) REL"
"interacts with","RGS3 (interacts with) CKAP4","false","interacts with","RGS3 (interacts with) CKAP4"
"interacts with","RGS3 (interacts with) KLHL24","false","interacts with","RGS3 (interacts with) KLHL24"
"interacts with","RGS3 (interacts with) ATG9A","false","interacts with","RGS3 (interacts with) ATG9A"
"interacts with","RGS3 (interacts with) ISCA2","false","interacts with","RGS3 (interacts with) ISCA2"
"interacts with","RGS3 (interacts with) ACOX1","false","interacts with","RGS3 (interacts with) ACOX1"
"interacts with","RGS3 (interacts with) EFNB3","false","interacts with","RGS3 (interacts with) EFNB3"
"interacts with","RGS3 (interacts with) ZKSCAN8","false","interacts with","RGS3 (interacts with) ZKSCAN8"
"interacts with","RGS3 (interacts with) SEPTIN7","false","interacts with","RGS3 (interacts with) SEPTIN7"
"interacts with","RGS3 (interacts with) AJUBA","false","interacts with","RGS3 (interacts with) AJUBA"
"interacts with","RGS3 (interacts with) FRMD6","false","interacts with","RGS3 (interacts with) FRMD6"
"interacts with","RGS3 (interacts with) SSBP3","false","interacts with","RGS3 (interacts with) SSBP3"
"interacts with","RGS3 (interacts with) UACA","false","interacts with","RGS3 (interacts with) UACA"
"interacts with","RGS3 (interacts with) KCTD17","false","interacts with","RGS3 (interacts with) KCTD17"
"interacts with","RGS3 (interacts with) PDZD8","false","interacts with","RGS3 (interacts with) PDZD8"
"interacts with","RGS3 (interacts with) SEPTIN8","false","interacts with","RGS3 (interacts with) SEPTIN8"
"interacts with","RGS3 (interacts with) CORO2A","false","interacts with","RGS3 (interacts with) CORO2A"
"interacts with","RGS3 (interacts with) SEPTIN3","false","interacts with","RGS3 (interacts with) SEPTIN3"
"interacts with","RGS3 (interacts with) SEPTIN9","false","interacts with","RGS3 (interacts with) SEPTIN9"
"interacts with","B2M (interacts with) NEMP1","false","interacts with","B2M (interacts with) NEMP1"
"interacts with","RGS3 (interacts with) CEP44","false","interacts with","RGS3 (interacts with) CEP44"
"interacts with","RGS3 (interacts with) DECR2","false","interacts with","RGS3 (interacts with) DECR2"
"interacts with","RGS3 (interacts with) KCTD5","false","interacts with","RGS3 (interacts with) KCTD5"
"interacts with","RGS3 (interacts with) SEPTIN10","false","interacts with","RGS3 (interacts with) SEPTIN10"
"interacts with","B2M (interacts with) RANBP2","false","interacts with","B2M (interacts with) RANBP2"
"interacts with","B2M (interacts with) PPAT","false","interacts with","B2M (interacts with) PPAT"
"interacts with","B2M (interacts with) RGPD6","false","interacts with","B2M (interacts with) RGPD6"
"interacts with","B2M (interacts with) RGPD8","false","interacts with","B2M (interacts with) RGPD8"
"interacts with","B2M (interacts with) RCC1","false","interacts with","B2M (interacts with) RCC1"
"interacts with","B2M (interacts with) RANGAP1","false","interacts with","B2M (interacts with) RANGAP1"
"interacts with","ST7L (interacts with) APBA3","false","interacts with","ST7L (interacts with) APBA3"
"interacts with","ST7L (interacts with) MACO1","false","interacts with","ST7L (interacts with) MACO1"
"interacts with","ST7L (interacts with) ST7","false","interacts with","ST7L (interacts with) ST7"
"interacts with","TEN1 (interacts with) CTC1","false","interacts with","TEN1 (interacts with) CTC1"
"interacts with","TEN1 (interacts with) STN1","false","interacts with","TEN1 (interacts with) STN1"
"interacts with","CDA (interacts with) PPIL2","false","interacts with","CDA (interacts with) PPIL2"
"interacts with","CDA (interacts with) MPP2","false","interacts with","CDA (interacts with) MPP2"
"interacts with","CDA (interacts with) UPP1","false","interacts with","CDA (interacts with) UPP1"
"interacts with","CDA (interacts with) ISCA2","false","interacts with","CDA (interacts with) ISCA2"
"interacts with","CDA (interacts with) LIN7A","false","interacts with","CDA (interacts with) LIN7A"
"interacts with","CDA (interacts with) FBLN1","false","interacts with","CDA (interacts with) FBLN1"
"interacts with","CDA (interacts with) CCN2","false","interacts with","CDA (interacts with) CCN2"
"interacts with","CDA (interacts with) GPX4","false","interacts with","CDA (interacts with) GPX4"
"interacts with","CDA (interacts with) MTMR6","false","interacts with","CDA (interacts with) MTMR6"
"interacts with","RPS19BP1 (interacts with) HAL","false","interacts with","RPS19BP1 (interacts with) HAL"
"interacts with","COMMD8 (interacts with) VPS26C","false","interacts with","COMMD8 (interacts with) VPS26C"
"interacts with","COMMD8 (interacts with) CCDC22","false","interacts with","COMMD8 (interacts with) CCDC22"
"interacts with","CDA (interacts with) MTMR9","false","interacts with","CDA (interacts with) MTMR9"
"interacts with","CDA (interacts with) CNN2","false","interacts with","CDA (interacts with) CNN2"
"interacts with","CDA (interacts with) CTDSP1","false","interacts with","CDA (interacts with) CTDSP1"
"interacts with","CDA (interacts with) PALS2","false","interacts with","CDA (interacts with) PALS2"
"interacts with","COMMD8 (interacts with) VPS35L","false","interacts with","COMMD8 (interacts with) VPS35L"
"interacts with","COMMD8 (interacts with) COMMD6","false","interacts with","COMMD8 (interacts with) COMMD6"
"interacts with","COMMD8 (interacts with) COMMD7","false","interacts with","COMMD8 (interacts with) COMMD7"
"interacts with","COMMD8 (interacts with) COMMD1","false","interacts with","COMMD8 (interacts with) COMMD1"
"interacts with","COMMD8 (interacts with) E2F6","false","interacts with","COMMD8 (interacts with) E2F6"
"interacts with","COMMD8 (interacts with) TFDP1","false","interacts with","COMMD8 (interacts with) TFDP1"
"interacts with","COMMD8 (interacts with) CCDC93","false","interacts with","COMMD8 (interacts with) CCDC93"
"interacts with","COMMD8 (interacts with) COMMD3","false","interacts with","COMMD8 (interacts with) COMMD3"
"interacts with","COMMD8 (interacts with) COMMD10","false","interacts with","COMMD8 (interacts with) COMMD10"
"interacts with","LACRT (interacts with) RAD23A","false","interacts with","LACRT (interacts with) RAD23A"
"interacts with","COMMD8 (interacts with) DENND10","false","interacts with","COMMD8 (interacts with) DENND10"
"interacts with","COMMD8 (interacts with) COMMD5","false","interacts with","COMMD8 (interacts with) COMMD5"
"interacts with","COMMD8 (interacts with) COMMD4","false","interacts with","COMMD8 (interacts with) COMMD4"
"interacts with","COMMD8 (interacts with) COMMD9","false","interacts with","COMMD8 (interacts with) COMMD9"
"interacts with","RHOC (interacts with) GBE1","false","interacts with","RHOC (interacts with) GBE1"
"interacts with","RHOC (interacts with) ZMYM4","false","interacts with","RHOC (interacts with) ZMYM4"
"interacts with","RHOC (interacts with) RIPOR1","false","interacts with","RHOC (interacts with) RIPOR1"
"interacts with","RHOC (interacts with) DAAM2","false","interacts with","RHOC (interacts with) DAAM2"
"interacts with","RHOC (interacts with) MAPK3","false","interacts with","RHOC (interacts with) MAPK3"
"interacts with","RHOC (interacts with) RAP1GDS1","false","interacts with","RHOC (interacts with) RAP1GDS1"
"interacts with","RHOC (interacts with) RHOA","false","interacts with","RHOC (interacts with) RHOA"
"interacts with","SZRD1 (interacts with) WDR46","false","interacts with","SZRD1 (interacts with) WDR46"
"interacts with","SZRD1 (interacts with) GNL2","false","interacts with","SZRD1 (interacts with) GNL2"
"interacts with","SZRD1 (interacts with) GLYR1","false","interacts with","SZRD1 (interacts with) GLYR1"
"interacts with","RHOC (interacts with) RHPN2","false","interacts with","RHOC (interacts with) RHPN2"
"interacts with","RHOC (interacts with) C1orf198","false","interacts with","RHOC (interacts with) C1orf198"
"interacts with","RHOC (interacts with) DAAM1","false","interacts with","RHOC (interacts with) DAAM1"
"interacts with","SZRD1 (interacts with) STRAP","false","interacts with","SZRD1 (interacts with) STRAP"
"interacts with","SCPEP1 (interacts with) CLGN","false","interacts with","SCPEP1 (interacts with) CLGN"
"interacts with","SCPEP1 (interacts with) CTU1","false","interacts with","SCPEP1 (interacts with) CTU1"
"interacts with","SZRD1 (interacts with) UPF1","false","interacts with","SZRD1 (interacts with) UPF1"
"interacts with","SZRD1 (interacts with) TRMT61A","false","interacts with","SZRD1 (interacts with) TRMT61A"
"interacts with","SZRD1 (interacts with) SEMA3C","false","interacts with","SZRD1 (interacts with) SEMA3C"
"interacts with","SZRD1 (interacts with) NUSAP1","false","interacts with","SZRD1 (interacts with) NUSAP1"
"interacts with","ADSS1 (interacts with) ADSS2","false","interacts with","ADSS1 (interacts with) ADSS2"
"interacts with","ZSCAN21 (interacts with) LRP4","false","interacts with","ZSCAN21 (interacts with) LRP4"
"interacts with","SCPEP1 (interacts with) GALNT16","false","interacts with","SCPEP1 (interacts with) GALNT16"
"interacts with","SCPEP1 (interacts with) HHIPL1","false","interacts with","SCPEP1 (interacts with) HHIPL1"
"interacts with","ADSS1 (interacts with) FABP3","false","interacts with","ADSS1 (interacts with) FABP3"
"interacts with","EDIL3 (interacts with) ITGAV","false","interacts with","EDIL3 (interacts with) ITGAV"
"interacts with","EDIL3 (interacts with) ATP6V0D1","false","interacts with","EDIL3 (interacts with) ATP6V0D1"
"interacts with","EDIL3 (interacts with) ZNF496","false","interacts with","EDIL3 (interacts with) ZNF496"
"interacts with","ZSCAN21 (interacts with) ZNF24","false","interacts with","ZSCAN21 (interacts with) ZNF24"
"interacts with","ZSCAN21 (interacts with) ZKSCAN1","false","interacts with","ZSCAN21 (interacts with) ZKSCAN1"
"interacts with","ZSCAN21 (interacts with) HAL","false","interacts with","ZSCAN21 (interacts with) HAL"
"interacts with","ZSCAN21 (interacts with) SCPEP1","false","interacts with","ZSCAN21 (interacts with) SCPEP1"
"interacts with","TNFRSF1B (interacts with) MLF1","false","interacts with","TNFRSF1B (interacts with) MLF1"
"interacts with","TNFRSF1B (interacts with) CDK16","false","interacts with","TNFRSF1B (interacts with) CDK16"
"interacts with","TNFRSF1B (interacts with) CDK17","false","interacts with","TNFRSF1B (interacts with) CDK17"
"interacts with","TNFRSF1B (interacts with) TRAF2","false","interacts with","TNFRSF1B (interacts with) TRAF2"
"interacts with","TNFRSF1B (interacts with) TCAF2","false","interacts with","TNFRSF1B (interacts with) TCAF2"
"interacts with","TNFRSF1B (interacts with) UTP20","false","interacts with","TNFRSF1B (interacts with) UTP20"
"interacts with","TNFRSF1B (interacts with) DBT","false","interacts with","TNFRSF1B (interacts with) DBT"
"interacts with","TNFRSF1B (interacts with) RNF31","false","interacts with","TNFRSF1B (interacts with) RNF31"
"interacts with","TNFRSF1B (interacts with) NOL11","false","interacts with","TNFRSF1B (interacts with) NOL11"
"interacts with","TNFRSF1B (interacts with) XPNPEP3","false","interacts with","TNFRSF1B (interacts with) XPNPEP3"
"interacts with","TNFRSF1B (interacts with) TRAF1","false","interacts with","TNFRSF1B (interacts with) TRAF1"
"interacts with","TNFRSF1B (interacts with) BIRC2","false","interacts with","TNFRSF1B (interacts with) BIRC2"
"interacts with","TNFRSF1B (interacts with) VANGL1","false","interacts with","TNFRSF1B (interacts with) VANGL1"
"interacts with","TNFRSF1B (interacts with) UTP4","false","interacts with","TNFRSF1B (interacts with) UTP4"
"interacts with","RNH1 (interacts with) CDC20","false","interacts with","RNH1 (interacts with) CDC20"
"interacts with","RNH1 (interacts with) RACGAP1","false","interacts with","RNH1 (interacts with) RACGAP1"
"interacts with","RNH1 (interacts with) MRM2","false","interacts with","RNH1 (interacts with) MRM2"
"interacts with","SGSH (interacts with) CLGN","false","interacts with","SGSH (interacts with) CLGN"
"interacts with","RNH1 (interacts with) CCNA2","false","interacts with","RNH1 (interacts with) CCNA2"
"interacts with","RNH1 (interacts with) CDKN1A","false","interacts with","RNH1 (interacts with) CDKN1A"
"interacts with","RNH1 (interacts with) NUMB","false","interacts with","RNH1 (interacts with) NUMB"
"interacts with","RNH1 (interacts with) KIF23","false","interacts with","RNH1 (interacts with) KIF23"
"interacts with","SGSH (interacts with) FBXO3","false","interacts with","SGSH (interacts with) FBXO3"
"interacts with","SGSH (interacts with) POLDIP2","false","interacts with","SGSH (interacts with) POLDIP2"
"interacts with","SGSH (interacts with) FBXO21","false","interacts with","SGSH (interacts with) FBXO21"
"interacts with","SGSH (interacts with) SUMF1","false","interacts with","SGSH (interacts with) SUMF1"
"interacts with","SGSH (interacts with) NGLY1","false","interacts with","SGSH (interacts with) NGLY1"
"interacts with","MEIS2 (interacts with) PBX3","false","interacts with","MEIS2 (interacts with) PBX3"
"interacts with","MEIS2 (interacts with) MAB21L2","false","interacts with","MEIS2 (interacts with) MAB21L2"
"interacts with","MEIS2 (interacts with) PBX1","false","interacts with","MEIS2 (interacts with) PBX1"
"interacts with","MEIS2 (interacts with) PBX2","false","interacts with","MEIS2 (interacts with) PBX2"
"interacts with","PNLIPRP2 (interacts with) DDX6","false","interacts with","PNLIPRP2 (interacts with) DDX6"
"interacts with","PNLIPRP2 (interacts with) SGSH","false","interacts with","PNLIPRP2 (interacts with) SGSH"
"interacts with","PNLIPRP2 (interacts with) PNLIPRP1","false","interacts with","PNLIPRP2 (interacts with) PNLIPRP1"
"interacts with","PNLIPRP2 (interacts with) TGFB1","false","interacts with","PNLIPRP2 (interacts with) TGFB1"
"interacts with","PNLIPRP2 (interacts with) LAMB1","false","interacts with","PNLIPRP2 (interacts with) LAMB1"
