Gene,HEKTE,HCT116,U2OS
182,0.17922020083692283,0.2793694128061395,0.25306001587802335
183,0.028844251935841083,0.03315839384700412,0.05514828838898501
185,0.017746393925310657,0.0009409112327372734,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0036454699749618497
189,0.0,0.002795103948375123,0.0
190,0.10591141408288005,0.0,0.0285799556043404
191,0.41744970275369003,0.5465061431863124,0.5118695149236798
196,0.17352497011520526,0.2520180223519803,0.010533625892368973
197,0.0,0.007277497518093384,0.010533625892368973
199,0.0,0.00814903178609486,0.0
202,0.06360295252554557,0.17130275872967987,0.04133246642824563
203,0.3250614402192851,0.38193182403307346,0.37165714189284743
204,0.4352698425944338,0.5095258162224104,0.4656395823630624
205,0.2624503450265409,0.3662016602028983,0.31998680377309846
207,0.38437543014717923,0.44224567589641123,0.4117118570345647
208,0.31659461033674224,0.3922273496122898,0.4099784405776013
210,0.23169054105085243,0.2196068377059498,0.27387392105867675
211,0.2859605268656218,0.4046148659284337,0.32879970461307495
212,0.0,0.0,0.0027474188357120687
213,0.017746393925310657,0.00986836640069617,0.008858849593758931
214,0.41499317826317533,0.36023382720010494,0.38460615651048136
215,0.12543830627151423,0.12598959491725467,0.22692936250677528
216,0.028844251935841083,0.041441736300088176,0.07822162476529114
217,0.1945135945390025,0.2556330733136243,0.3285560673311392
218,0.0033622153870905155,0.06168439059961073,0.06940283014730371
219,0.3672126152815002,0.37893662662539274,0.3312805877173063
220,0.2171343722501294,0.5390637943694667,0.047107464491929325
221,0.1668141275116514,0.1765616641218533,0.34491779237212034
222,0.0,0.0,0.006288706954252695
223,0.3381931862138343,0.37101461188956025,0.3405191519642239
224,0.21808237326223828,0.3998031464272618,0.2975740788151387
225,0.0008529971234947871,0.0037087419610916175,0.008858849593758931
226,0.588771268873061,0.6655598084524397,0.602913963466599
229,0.0008529971234947871,0.0,0.0
230,0.11330818503471049,0.24914523741507605,0.15535938159798335
231,0.5116616911719477,0.40653468471041687,0.47927024775945143
238,0.0,0.0,0.01299053289979157
239,0.008170513163084972,0.00639785583818715,0.02650668964996164
240,0.011232463782206584,0.06168439059961073,0.2401762929692805
241,0.1924499819859757,0.002795103948375123,0.16354873799824393
242,0.004182561394741299,0.041441736300088176,0.027893992565873098
246,0.0,0.005509954491184496,0.005415953407313117
247,0.0,0.0,0.0027474188357120687
248,0.0016975901978076029,0.0009409112327372734,0.0009248590718990001
249,0.05899068845860426,0.011556996964798548,0.09436322450711881
250,0.013459225435695187,0.017240472029426024,0.22471914441937224
251,0.0,0.002795103948375123,0.0045349271916093
257,0.0,0.0,0.0036454699749618497
258,0.0,0.0018725522533507403,0.0
259,0.016341026326169933,0.014034714226034415,0.02650668964996164
262,0.327425905597551,0.42441716036543975,0.3234869689507826
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.32716219256810164,0.35677702320116905,0.3604555542696719
268,0.10909132657865471,0.22937492753447772,0.11537289887188168
269,0.0,0.0,0.0
270,0.002533943208326684,0.0009409112327372734,0.0
271,0.32552419709799085,0.3502778367575146,0.37880795792388927
272,0.10909132657865471,0.24750304044907337,0.029936878533107957
273,0.10077661573041444,0.00639785583818715,0.27872445999611495
274,0.3094550302118476,0.3156011435260381,0.3862234438623156
275,0.08124972354178027,0.07917079462382086,0.1484712256805762
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0008529971234947871,0.0018725522533507403,0.0
280,0.1157866245158719,0.06833965495407104,0.10782112517901746
283,0.11466893588514404,0.12869502986723605,0.15430514455120248
284,0.02249130870129225,0.0,0.008858849593758931
285,0.0033622153870905155,0.03770858840294851,0.0018406060836133342
286,0.031259214551005464,0.014846399885270206,0.08366780994058562
287,0.08091680854623977,0.07325881973308122,0.10117918813364286
288,0.16533180521368432,0.14512381623742632,0.12505838676137068
290,0.1984128494514127,0.004613636892234392,0.030607983035880734
291,0.2596768708555691,0.2896766922964822,0.24259964434634038
292,0.5051304485510274,0.6134892177521657,0.571258499387187
293,0.5058327148990545,0.5401202100769571,0.4979342738127838
